ID EBV
3DD.003D585FDB_CX-99_2020 -13.80438887
3DD.003D586716_CX-81_2020 -28.2283168
3DD.003E091183_CX-23_2022 -3.73240498
3DD.003D312C0C_CX-107_2017 -1.80445483
3DD.003BF05763_CX-21_2017 40.16635769
3DD.003D3DB5FA_cx-15_2018 8.1197248
3DD.003D586690_CX-20_2020 -6.54139326
3DD.003BF05AB1_CX-55_2016 -22.44319222
3DD.003D312BFE_CX-107_2017 -5.80443539
3DD.003BEF2444_CX-24_2015 10.83473898
3DD.003D3DB89E_cx-67_2018 -5.18665303
3DD.003E2A32C3_CX-61_2022 -12.4212358
3DD.003D586005_CX-106_2020 25.31181724
3DD.003D3DB8F9_CX-26_2019 14.20029095
3DD.003D312B2F_CX-149_2017 14.50303406
3DD.003D585F6D_CX-4_2020 0.35260094
3DD.003E090FF5_CX-12_2022 6.58667316
3DD.003BEF660B_CX-106_2016 -3.01267409
3DD.003D5866A6_CX-31_2020 47.48162229
3DD.003BEF65B1_CX-21_2016 1.04754068
3DD.003D586639_cx-84_2018 4.46026482
3DD.003D586161_cx-145_2018 0.79559249
3DD.003D3DB7AF_cx-13_2018 -5.54699379
3DD.003BF05B25_CX-64_2016 5.62081028
3DD.003D586439_CX-107_2019 6.57504054
3DD.003D586796_CX-133_2020 -24.6702837
3DD.003D586650_cx-96_2018 -23.87293079
3DD.003D58670A_CX-74_2020 8.55714661
3DD.003D3DB7F0_cx-144_2018 3.79557791
3DD.003D3DB842_cx-67_2018 5.8132935
3DD.003D3DB8FE_CX-27_2019 29.20021805
3DD.003D58615C_cx-145_2018 3.46224619
3DD.003D312B25_CX-162_2017 -25.48439909
3DD.003D3DB5AA_cx-107_2018 12.12689423
3DD.003D3DB5E8_cx-15_2018 13.45303221
3DD.003E2A2C15_CX-72_2022 4.8480926
3D9.239F88B99D_CX-77_2017 5.93566534
3DD.003E091069_CX-144_2020 -32.41716663
3DD.003E09100C_CX-9_2022 -2.1136067
3DD.003D312B2B_CX-140_2017 16.05197584
3DD.003BF05B05_CX-62_2016 49.56987858
3DD.003D5860F5_cx-96_2018 -21.87294052
3DD.003D5860A4_cx-32_2018 -3.51610413
3DD.003D586433_CX-135_2019 3.49784041
3DD.003E2A2BE7_CX-77_2022 24.13140754
3DD.003E09119C_CX-30_2022 1.97842664
3DD.003D586470_CX-196_2019 -26.48336617
3DD.003D312C94_CX-132_2017 -10.947974
3DD.003D3DB73C_CX-202_2019 -19.39153158
3DD.003D5864BD_CX-196_2019 -30.81667844
3DD.003BEF6582_CX-22_2016 -9.98764956
3DD.003BEF2AED_CX-14_2016 -1.08770034
3DD.003D58670C_CX-57_2020 -12.60823606
3DD.003BEF2AC0_CX-16_2016 -13.80313969
3DD.003D5865AF_cx-182_2018 -6.05346454
3DD.003E2A2BFE_CX-86_2022 -16.31553128
3DD.003D312C67_CX-129_2017 -1.87459576
3DD.003BF05AF7_CX-62_2016 50.86987531
3DD.003D5863E5_CX-68_2019 -13.38638799
3DD.003E2A2BD8_CX-70_2022 3.70577693
3DD.003D3DB741_CX-202_2019 8.27500061
3DD.003D586040_CX-118_2020 -8.17394185
3DD.003D58607D_CX-120_2020 -12.78036569
3DD.003BEF65F5_CX-114_2016 22.32053611
3DD.003E2A2D9A_CX-38_2022 17.29718954
3DD.003D586000_CX-102_2020 7.98456275
3DD.003BF05A8A_CX-55_2016 -8.89325503
3DD.003D3DB7EB_cx-144_2018 23.46214898
3DD.003D312C9A_CX-140_2017 14.80198192
3DD.003D585FCD_CX-102_2020 -2.01538865
3DD.003D3DB79B_cx-12_2018 7.11961131
3DD.003E2A2C0C_CX-86_2022 -10.56555923
3DD.003E09101D_CX-7_2022 -6.79948843
3DD.003E2A31FC_CX-134_2022 14.81315464
3DD.003D3DB703_CX-170_2019 -27.53738429
3DD.003BEF64A5_CX-188_2017 -36.22728159
3DD.003E091050_CX-144_2020 -13.76037235
3DD.003E2A329C_CX-61_2022 -11.92123823
3DD.003D312C76_CX-126_2017 -7.17495185
3DD.003D3DB829_cx-69_2018 10.47993748
3DD.003D5866B2_CX-20_2020 33.45841232
3DD.003BEF64DA_CX-23_2016 -35.26157953
3DD.003D312CA0_CX-129_2017 3.6253775
384.1B796F6B81_CX-8_2014 -35.21703867
3DD.003E0912E1_CX-145_2020 -7.53153482
3DD.003BEF6640_CX-106_2016 18.98721898
3DD.003D3DB957_CX-43_2019 -12.00639106
3DD.003E2A320B_CX-141_2022 -11.85629074
3DD.003BEF64C8_CX-23_2016 -38.91157094
3DD.003D3DB827_cx-68_2018 -1.52000419
3DD.003BDCFC20_CX-53_2014 3.39169553
3DD.003E2A3226_CX-151_2022 -17.43472431
3DD.003E2A2B23_CX-97_2022 8.64061153
3DD.003E0912DC_CX-145_2020 -6.53153968
3DD.003D586349_cx-130_2018 4.78323319
3DD.003BDCFC47_CX-25_2014 -13.98691369
3DD.003BDCFC0F_CX-76_2014 12.15934637
3DD.003D3DB78D_cx-13_2018 26.45285067
3DD.003E2A32CA_CX-50_2022 6.55606223
3DD.003E2A31DD_CX-125_2022 -14.74938429
3DD.003D312C41_CX-107_2017 -5.13777196
3DD.003D586059_CX-118_2020 5.8259901
3DD.003D586026_CX-124_2020 -5.93947245
3DD.003E2A31EE_CX-144_2022 13.0754522
3DD.003D58649C_CX-191_2019 2.51649287
3DD.003D3DB872_cx-67_2018 2.81330808
3DD.003E2A31F3_CX-144_2022 6.57548379
3DD.003D312C6A_CX-113_2017 15.79090163
3DD.003D585FF6_CX-88_2020 -16.64354468
3DD.003D3DB792_cx-13_2018 23.78619696
3DD.003D58641A_CX-134_2019 -6.8354427
3DD.003D5867B8_CX-133_2020 -25.67027884
3DD.003BF05A06_CX-75_2016 -5.04609849
3DD.003E09104B_CX-1_2022 9.64308479
3DD.003D586192_cx-145_2018 -29.87092512
3DD.003D5865A5_CX-11_2019 -10.66618
3DD.003D312B56_CX-162_2017 -43.73431038
3DD.003BF057EB_CX-34_2017 -5.35385535
3DD.003D3DB791_cx-15_2018 10.11971507
3DD.003D586082_cx-32_2018 -11.51606524
3DD.003D312CAA_CX-126_2017 -10.50826898
3DD.003BF05905_CX-124_2016 -15.01571562
3DD.003BEF658B_CX-21_2016 5.99751357
3DD.003D586017_CX-88_2020 -21.64352037
3DD.003D5866CC_CX-74_2020 -3.94279263
3DD.003D312C63_CX-132_2017 -7.44799101
3DD.003D5860D4_cx-32_2018 -9.18274325
3DD.003D585F02_CX-56_2020 -28.98529834
3DD.003D3DB6DF_CX-164_2019 1.79580646
3DD.003D312C98_CX-129_2017 6.87536171
3DD.003BDCFC09_CX-53_2014 -4.1696252
3DD.003BEF65FC_CX-106_2016 4.65395531
3DD.003E2A2C25_CX-77_2022 24.8814039
3DD.003D5865E4_cx-182_2018 -17.7200745
3DD.003BDCFB82_CX-14_2014 -8.25240417
3DD.003E2A3253_CX-147_2022 -2.08419277
3DD.003BF05B2A_CX-68_2016 -2.02241838
3DD.003E2A2D84_CX-39_2022 -9.40594098
3DD.003BEF2B28_CX-11_2016 25.94220856
3DD.003D585FFE_CX-102_2020 5.98457247
3DD.003E2A32CC_CX-68_2022 2.21693489
3DD.003BF05732_CX-47_2016 7.74956313
3DD.003BF05AC7_CX-62_2016 63.26982419
3DD.003BF057D9_CX-34_2017 -8.35384077
3DD.003BF0577F_CX-12_2017 2.16654239
3D9.239F88B265_CX-68_2017 9.58324875
3DD.003D3DB929_CX-44_2019 -13.00638619
3DD.003D3DB7E8_cx-68_2018 -8.18663845
3DD.003D58604D_CX-120_2020 -27.78029279
3DD.003BF05B1F_CX-64_2016 35.77065763
3DD.003D312D51_CX-86_2017 36.52869218
3DD.003E2A32D1_CX-68_2022 -1.2830481
3DD.003BF0572D_CX-47_2016 16.94953062
3DD.003BF05784_CX-12_2017 33.49972343
3DD.003D3DB5FB_cx-15_2018 9.45305165
3DD.003E09107C_CX-144_2020 -32.41716663
3DD.003E2A3275_CX-57_2022 -10.61467881
3DD.003D3DB585_CX-114_2018 6.99129793
3DD.003D3DB826_CX-144_2018 -31.31895763
3DD.003D586691_CX-20_2020 5.46412032
3D9.239F88BB0F_CX-85_2017 -8.94016516
3DD.003E090FEF_CX-12_2022 11.08665129
3DD.003D312C10_CX-107_2017 30.86205306
3DD.003E2A32C2_CX-61_2022 6.07867428
3DD.003BDCFA54_CX-135_2014 -75.67694854
3DD.003BEF2B20_CX-3_2016 -5.8374854
3DD.003E2A2D52_CX-114_2022 -19.22772483
3DD.003E2A3298_CX-68_2022 0.21694461
3DD.003D3DB7EA_cx-144_2018 2.79558277
3DD.003BEF2ABF_CX-15_2016 -20.88537745
3DD.003D5860CD_cx-22_2018 -18.54681226
3DD.003D586438_CX-107_2019 10.24168939
3DD.003D3DB83C_cx-69_2018 10.8132692
3DD.003D586145_cx-126_2018 -4.21672306
3DD.003D585F71_CX-4_2020 11.85254504
3DD.003BF058C6_CX-124_2016 -12.0157302
3DD.003D58661E_CX-84_2018 -1.15666391
3DD.003D312C38_CX-104_2017 -15.80438678
3DD.003D5860D2_cx-22_2018 -17.88014883
3DD.003D585F0F_CX-52_2020 -17.50783928
3DD.003BEF6634_CX-98_2016 -38.6791674
3DD.003D3DB670_CX-72_2019 -13.05305628
3DD.003D58670B_CX-74_2020 9.05714418
3DD.003D5864BA_CX-174_2019 1.12914304
3DD.003E2A2C16_CX-72_2022 4.09809624
3DD.003BEF2AEF_CX-3_2016 -10.43745897
3DD.003E2A31FE_CX-128_2022 1.08408809
3DD.003E2A2BE6_CX-77_2022 20.13142699
3DD.003D586056_CX-109_2020 3.04381568
3DD.003BF05935_CX-124_2016 -6.26575815
3DD.003D5863F2_CX-57_2019 -1.05311461
3DD.003C095A28_CX-8_2017 -0.00451315
3DD.003E091015_CX-12_2022 1.58669746
3DD.003D5860A3_cx-32_2018 8.48383754
3DD.003D58646A_CX-196_2019 -25.48337103
3DD.003D3DB6B4_CX-164_2019 20.79571411
3DD.003BEF63C4_CX-52_2016 -6.96142851
3DD.003D3DB5E0_cx-47_2018 52.81695539
3DD.003D3DB73B_CX-202_2019 10.94165432
3DD.003D58603A_CX-118_2020 -7.17394671
3DD.003D585F2D_CX-56_2020 -32.98527889
3DD.003D586407_CX-134_2019 -3.50212556
3DD.003BEF2AE9_CX-11_2016 27.34219565
3DD.003BEF63F2_CX-19_2016 -20.72830228
3DD.003D3DB8DC_CX-26_2019 -12.79957781
3DD.003BEF65CE_CX-22_2016 -5.18766475
3DD.003D585F88_CX-18_2020 9.17804525
3DD.003E2A3222_CX-147_2022 -14.58413201
3DD.003D312C29_CX-107_2017 12.52880883
3DD.003BEF2AA6_CX-15_2016 2.16451356
3DD.003D585FD3_CX-102_2020 0.98459677
3DD.003D5864C1_CX-196_2019 -2.48348282
3DD.003D586489_CX-191_2019 -8.48345366
3DD.003D585FEA_CX-106_2020 15.81186341
3D9.239F88B2BA_CX-69_2017 17.72133695
3DD.003E090FEC_CX-9_2022 -0.86361278
3DD.003BF05AE5_CX-64_2016 20.42074139
3DD.003D3DB804_cx-144_2018 -1.5377295
3DD.003D5864C2_CX-202_2019 -9.39158019
3DD.003D586436_CX-99_2019 -19.09150137
3DD.003BF05795_CX-21_2017 48.16631881
3DD.003D3DB79C_cx-12_2018 4.4529576
3DD.003E091038_CX-1_2022 4.89310788
3DD.003E09102B_CX-13_2022 12.8440431
