id	dam	sire
3DD.003D586137_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D58613A_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D58613B_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D58613E_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D586140_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D586141_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D586142_CX-123_2018	3DD.003BEF64DF_CX-27_2016	3DD.003BEF673F_CX-117_2016
3DD.003D3DB7DF_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7E1_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7EA_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7EB_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7EC_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7F4_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7F8_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7FA_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7FC_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB7FD_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB804_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB80B_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB80E_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB810_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB816_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
3DD.003D3DB81C_CX-144_2018	3DD.003BEF64C5_CX-23_2016	3DD.003BEF6629_CX-110_2016
