id	dam	sire
3DD.003E090FE9_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FEA_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E090FEB_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E090FEC_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FED_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FEE_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E090FEF_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E090FF0_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E090FF1_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E090FF2_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FF4_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E090FF5_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E090FF6_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E090FF7_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E090FF8_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E090FF9_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E090FFA_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FFB_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E090FFC_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FFD_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E090FFE_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E090FFF_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091001_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091002_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091003_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091004_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091005_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091006_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091007_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091008_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091009_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E09100A_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09100C_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E09100D_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09100E_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E09100F_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091010_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091011_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091012_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091013_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091014_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091015_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091017_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091018_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091019_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09101A_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E09101B_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09101D_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09101E_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E09101F_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091021_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091022_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091023_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091024_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091025_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091026_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091027_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091028_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091029_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09102A_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09102B_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09102C_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E09102D_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E09102E_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E091030_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091031_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091032_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091033_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091034_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091035_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091036_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091037_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091038_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091039_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E09103A_CX-9_2022	3DD.003D58606D_CX-106_2020	3DD.003D5866EE_CX-84_2020
3DD.003E09103B_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E09103C_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09103D_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09103E_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09103F_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091040_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091041_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091042_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E091043_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E091044_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091045_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091046_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091047_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091048_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E091049_CX-12_2022	3DD.003D585F85_CX-18_2020	3DD.003D5866B4_CX-20_2020
3DD.003E09104A_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09104B_CX-1_2022	3DD.003D585F75_CX-4_2020	3DD.003D585F23_CX-46_2020
3DD.003E09104C_CX-7_2022	3DD.003D585F32_CX-57_2020	3DD.003D58621F_CX-85_2020
3DD.003E09117C_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E09117E_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E091181_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E091183_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E091188_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E09118A_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E09118B_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E09118D_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E091190_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E091191_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E091193_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E091194_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E091197_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E09119A_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E09119C_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911A9_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911AC_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911B3_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911B4_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911B5_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911B8_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911BB_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911BE_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911C2_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911C7_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911C8_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911CB_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911CD_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911CF_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911D0_CX-23_2022	3DD.003D5866B0_CX-26_2020	3DD.003D5866AB_CX-31_2020
3DD.003E0911D2_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911D7_CX-30_2022	3DD.003D585F2C_CX-56_2020	3DD.003D585FA2_CX-18_2020
3DD.003E0911F5_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E0911FA_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E0911FB_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09120D_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09120F_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E091221_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09122D_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E09123B_CX-13_2022	3DD.003D586691_CX-20_2020	3DD.003D586683_CX-31_2020
3DD.003E2A2B15_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B17_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B23_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B28_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B30_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B31_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B36_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B37_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B43_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B45_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B49_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B51_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B59_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B5E_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2B63_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2BD2_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BD3_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2BD4_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BD5_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2BD6_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BD7_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2BD8_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BD9_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BDA_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BDC_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BDD_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BDF_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BE1_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BE2_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BE3_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BE4_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BE6_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BE7_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BE8_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BE9_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2BEB_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BEC_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BED_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BEE_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BEF_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BF1_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BF2_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2BF3_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2BF4_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BF6_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BF8_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BFA_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BFB_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BFC_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BFD_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2BFE_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2BFF_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C00_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C01_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C03_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C04_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C05_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C06_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C07_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C08_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C09_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C0A_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C0B_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C0C_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C0D_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C0E_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C0F_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C11_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C13_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C14_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C15_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C16_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C18_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C19_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C1A_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C1B_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C1C_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C1D_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C1E_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C1F_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C20_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C21_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C22_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C23_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C24_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C25_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C26_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C27_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C28_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C29_CX-72_2022	3DD.003D5866DE_CX-62_2020	3DD.003D5866AD_CX-31_2020
3DD.003E2A2C2A_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C2C_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C2D_CX-86_2022	3DD.003D586079_CX-109_2020	3DD.003D586055_CX-118_2020
3DD.003E2A2C2F_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2C30_CX-97_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2C32_CX-70_2022	3DD.003D585F39_CX-56_2020	3DD.003D585F10_CX-48_2020
3DD.003E2A2C34_CX-77_2022	3DD.003D5866D1_CX-82_2020	3DD.003D5866EE_CX-84_2020
3DD.003E2A2CFD_CX-115_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2CFE_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2CFF_CX-104_2022	3DD.003D585F4F_CX-46_2020	3DD.003D5866BF_CX-57_2020
3DD.003E2A2D00_CX-115_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2D02_CX-115_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2D05_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D06_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D08_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D0C_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D0D_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D0E_CX-104_2022	3DD.003D585F4F_CX-46_2020	3DD.003D5866BF_CX-57_2020
3DD.003E2A2D0F_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D10_CX-104_2022	3DD.003D585F4F_CX-46_2020	3DD.003D5866BF_CX-57_2020
3DD.003E2A2D13_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D14_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D16_CX-104_2022	3DD.003D585F4F_CX-46_2020	3DD.003D5866BF_CX-57_2020
3DD.003E2A2D19_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D1A_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D1F_CX-114_2022	3DD.003D586021_CX-121_2020	3DD.003D586719_CX-81_2020
3DD.003E2A2D25_CX-115_2022	3DD.003E0912B5_CX-144_2020	3DD.003D585F3F_CX-42_2020
3DD.003E2A2D26_CX-104_2022	3DD.003D585F4F_CX-46_2020	3DD.003D5866BF_CX-57_2020
