ID EBV
3DD.003E2A2BFE_CX-86_2022 0.25861678
3DD.003E2A2BD8_CX-70_2022 -1.55768978
3DD.003D586040_CX-118_2020 0.72269772
3DD.003D58607D_CX-120_2020 -1.48535671
3DD.003E2A2D9A_CX-38_2022 1.25566481
3DD.003D586000_CX-102_2020 0.33425434
3DD.003D585FCD_CX-102_2020 0.44904348
3DD.003E2A2C0C_CX-86_2022 0.33514287
3DD.003E09101D_CX-7_2022 1.68013717
3DD.003E2A31FC_CX-134_2022 1.69185023
3DD.003E091050_CX-144_2020 -0.11716163
3DD.003E2A329C_CX-61_2022 0.96155597
3DD.003D5866B2_CX-20_2020 1.90134525
3DD.003E0912E1_CX-145_2020 -1.03420713
3DD.003E2A320B_CX-141_2022 -3.44344756
3DD.003E2A3226_CX-151_2022 -3.8359277
3DD.003E2A2B23_CX-97_2022 -1.6198684
3DD.003E0912DC_CX-145_2020 -1.03420713
3DD.003E2A32CA_CX-50_2022 0.32334778
3DD.003E2A31DD_CX-125_2022 -3.06798556
3DD.003D586059_CX-118_2020 0.79922381
3DD.003D586026_CX-124_2020 2.80708637
3DD.003E2A31EE_CX-144_2022 -0.64420493
3DD.003E2A31F3_CX-144_2022 -0.85465168
3DD.003D585FF6_CX-88_2020 -1.91937618
3DD.003D5867B8_CX-133_2020 0.57909515
3DD.003E09104B_CX-1_2022 1.74147872
3DD.003D586017_CX-88_2020 -1.80458705
3DD.003D5866CC_CX-74_2020 -0.5387416
3DD.003D585F02_CX-56_2020 -5.27816542
3DD.003E2A2C25_CX-77_2022 -2.69169792
3DD.003E2A3253_CX-147_2022 1.87679778
3DD.003E2A2D84_CX-39_2022 1.02019881
3DD.003D585FFE_CX-102_2020 0.27685978
3DD.003E2A32CC_CX-68_2022 -0.38201597
3DD.003D58604D_CX-120_2020 -1.63840889
3DD.003E2A32D1_CX-68_2022 -0.42027901
3DD.003D3DB585_CX-114_2018 1.44128518
3DD.003E09107C_CX-144_2020 -0.40200067
3DD.003E2A3275_CX-57_2022 0.0502342
3DD.003D3DB826_CX-144_2018 -3.75401801
3DD.003D586691_CX-20_2020 2.34433044
3DD.003E090FEF_CX-12_2022 0.55264683
3DD.003E2A32C2_CX-61_2022 1.40158099
3DD.003E2A2D52_CX-114_2022 -2.88592579
3DD.003E2A3298_CX-68_2022 -0.3246214
3DD.003D585F71_CX-4_2020 0.68892921
3DD.003D58661E_CX-84_2018 -1.04147878
3DD.003D585F0F_CX-52_2020 -1.57133656
3DD.003D58670B_CX-74_2020 -0.29003181
3DD.003E2A2C16_CX-72_2022 2.68714799
3DD.003E2A31FE_CX-128_2022 -2.45067073
3DD.003E2A2BE6_CX-77_2022 -2.86388163
3DD.003D586056_CX-109_2020 0.56140267
3DD.003E091015_CX-12_2022 0.59090988
3DD.003D58603A_CX-118_2020 0.51225097
3DD.003D585F2D_CX-56_2020 -5.4312176
3DD.003D585F88_CX-18_2020 -0.01367937
3DD.003E2A3222_CX-147_2022 1.74287713
3DD.003D585FD3_CX-102_2020 0.56383261
3DD.003D585FEA_CX-106_2020 4.173482
3DD.003E090FEC_CX-9_2022 -0.8080519
3DD.003E091038_CX-1_2022 1.64582111
3DD.003E09102B_CX-13_2022 3.00097971
3DD.003E2A2BD7_CX-97_2022 -1.88770971
3DD.003D586258_CX-85_2020 2.96415254
3DD.003E2A2C0B_CX-86_2022 0.08643308
3DD.003D5866B3_CX-20_2020 1.67176698
3DD.003D5866FE_CX-82_2020 -0.44817814
3DD.003E2A31ED_CX-144_2022 -0.75899407
3DD.003D586683_CX-31_2020 3.43857414
3DD.003E2A31DC_CX-125_2022 -3.16364317
3DD.003D585FD8_CX-106_2020 4.26913961
3DD.003E2A31E1_CX-125_2022 -3.06798556
3DD.003D586009_CX-105_2020 -6.49631976
3DD.003E2A2DA8_CX-38_2022 2.0974518
3DD.003D585EF3_CX-56_2020 -5.82463825
3DD.003D586036_CX-121_2020 -1.13917881
3DD.003E2A2D88_CX-30_2022 -3.0692723
3DD.003D585F0A_cx-46_2020 0.45423005
3DD.003E091045_CX-12_2022 0.32306856
3DD.003E090FEB_CX-13_2022 2.9053221
3DD.003D5866A5_cx-42_2020 -0.03385183
3DD.003E2A2D81_CX-36_2022 -0.14925786
3DD.003D58606A_CX-124_2020 2.84534941
3DD.003E2A2D7C_CX-36_2022 -0.0918633
3DD.003E2A321A_CX-152_2022 -2.93052291
3DD.003D585FFF_CX-102_2020 0.41078043
3DD.003E2A31D2_CX-134_2022 1.59619262
3DD.003D58604E_CX-120_2020 -1.86798716
3DD.003D585FBA_CX-106_2020 4.173482
3DD.003E09104C_CX-7_2022 1.68013717
3DD.003E2A31CD_CX-134_2022 1.5770611
3DD.003E09120F_CX-13_2022 2.84792753
3DD.003E2A326C_CX-155_2022 -0.24199639
3DD.003E091188_CX-30_2022 -2.97361468
3DD.003D586058_CX-124_2020 3.1705853
3DD.003E2A3271_CX-155_2022 -0.08894421
3DD.003D586711_CX-74_2020 -0.11784811
3DD.003E2A31B0_CX-125_2022 -2.9340649
3DD.003BF057C1_CX-34_2017 -0.29459827
3DD.003E09100E_CX-9_2022 -0.84631495
3DD.003D585F14_cx-48_2020 -0.25912039
3DD.003D585F3B_cx-46_2020 0.37914053
3DD.003D585F2C_CX-56_2020 -5.44987788
3DD.003E090FF2_CX-9_2022 -0.78892038
3DD.003D586023_CX-120_2020 -1.17925235
3DD.003E2A320C_CX-134_2022 1.61532414
3DD.003E2A2BD6_CX-70_2022 -1.38550607
3DD.003E090FED_CX-9_2022 -0.6358682
3DD.003E0910A4_CX-144_2020 -0.24894849
3DD.003D5866B4_CX-20_2020 2.09656418
3DD.003D586713_CX-84_2020 -4.801632
3DD.003E2A3200_CX-128_2022 -2.43153921
3DD.003D5866FD_CX-82_2020 -0.35252053
3DD.003E0912DE_CX-145_2020 -0.95768104
3DD.003D585FEF_CX-88_2020 -1.70892944
3DD.003D586057_CX-118_2020 0.78009229
3DD.003D586028_CX-124_2020 2.88361246
3DD.003E2A2BEB_CX-72_2022 2.6106219
3DD.003E0911A9_CX-30_2022 -2.95448316
3DD.003D5866CB_CX-57_2020 0.72311992
3DD.003E2A2C28_CX-86_2022 0.41166896
3DD.003D5866D3_CX-74_2020 -0.29003181
3DD.003D586037_CX-121_2020 -1.12004729
3DD.003E09103F_CX-12_2022 0.34220009
3DD.003D3DB5B4_CX-107_2018 -4.24431235
3DD.003E2A31D1_CX-128_2022 -2.35501312
3DD.003E091044_CX-12_2022 0.72483054
3DD.003E2A2C1E_CX-77_2022 -2.6725664
3DD.003D585F43_CX-52_2020 -1.60959961
3DD.003D586070_CX-124_2020 2.86448094
3DD.003E2A3251_CX-147_2022 2.04898149
3DD.003E2A2D7D_CX-36_2022 -0.03446873
3DD.003D585FA8_CX-18_2020 -0.10933698
3DD.003E2A2C0F_CX-70_2022 -1.5768213
3DD.003E2A31CE_CX-134_2022 1.82577089
3DD.003D586229_CX-85_2020 3.11720472
3DD.003D5866E9_CX-57_2020 0.17065518
3DD.003E2A2D37_CX-115_2022 -1.47431434
3DD.003E2A324F_CX-151_2022 -3.89332227
3DD.003E2A32BB_CX-61_2022 1.11460815
3DD.003E2A31BB_CX-144_2022 -0.81638863
3DD.003D5866D1_CX-82_2020 -0.1563829
3DD.003D585EFF_CX-52_2020 -1.49481047
3DD.003E2A3296_CX-68_2022 -0.28635835
3DD.003D58667D_cx-42_2020 -0.40929943
3DD.003D585FC6_CX-105_2020 -6.40066214
3DD.003E2A2BE4_CX-77_2022 -2.86388163
3DD.003D585F3C_cx-46_2020 0.41668529
3DD.003D5866FF_CX-74_2020 0.05433559
3DD.003E2A2BFB_CX-86_2022 0.25861678
3DD.003E2A3220_CX-147_2022 1.70461408
3DD.003D58603B_CX-124_2020 2.88361246
3DD.003E2A31B2_CX-115_2022 -1.49344587
3DD.003D586024_CX-120_2020 -1.75319802
3DD.003E091036_CX-1_2022 1.93279395
3DD.003E0912E4_CX-145_2020 -1.20639083
3DD.003E2A3201_CX-128_2022 -2.52719682
3DD.003E2A2D35_CX-104_2022 2.03389218
3DD.003D58670F_CX-84_2020 -4.83989505
3DD.003D586681_CX-31_2020 3.12915504
3DD.003E2A3239_CX-147_2022 1.80027169
3DD.003E2A2BEC_CX-72_2022 2.64888494
3DD.003E2A3280_CX-50_2022 0.13203256
3DD.003E2A31F0_CX-144_2022 -0.75899407
3DD.003D585FF3_CX-88_2020 -1.86198162
3DD.003D586241_CX-85_2020 3.28938842
3DD.003E2A2D1F_CX-114_2022 -2.82853123
3DD.003D5866C7_CX-62_2020 2.06973046
3DD.003E2A2DA6_CX-38_2022 1.94439962
3DD.003D5867D8_CX-132_2020 -0.52030396
3DD.003D585F3D_CX-52_2020 -1.4374159
3DD.003D585FF7_CX-105_2020 -6.55371432
3DD.003D586038_CX-121_2020 -1.17744185
3DD.003E2A328A_CX-57_2022 0.41373313
3DD.003D586071_CX-124_2020 2.96013855
3DD.003E2A2D63_CX-35_2022 -0.88169237
3DD.003D5866CF_CX-74_2020 -0.17524268
3DD.003E2A3250_CX-147_2022 1.74287713
3DD.003E2A2DB5_CX-35_2022 -0.90082389
3DD.003E091005_CX-1_2022 1.66495263
3DD.003D5866E5_CX-81_2020 -2.55516322
3DD.003E09104A_CX-7_2022 1.24011215
3DD.003E2A2C13_CX-70_2022 -1.5768213
3DD.003D585FDF_CX-99_2020 0.74035847
3DD.003D586221_CX-84_2020 -4.8781581
3DD.003E2A32BA_CX-61_2022 1.19113424
3DD.003E2A326A_CX-155_2022 0.10237102
3DD.003D586025_CX-118_2020 0.74182924
3DD.003E0912AF_CX-145_2020 -1.14899626
3DD.003E2A2D7F_CX-38_2022 2.02092571
3DD.003D58668F_CX-20_2020 1.48045176
3DD.003D5860E2_CX-96_2018 0.3363312
3DD.003E2A31E7_CX-141_2022 -3.34778995
3DD.003E091007_CX-7_2022 1.75666326
3DD.003E0911BB_CX-23_2022 1.27976393
3DD.003D5867A8_CX-132_2020 -0.69248766
3DD.003E2A2BE3_CX-77_2022 -2.71082945
3DD.003D5867D3_CX-133_2020 0.80867342
3DD.003E2A2D93_CX-35_2022 -0.74777171
3DD.003D585F85_CX-18_2020 -0.91573426
3DD.003D3DB7CD_CX-15_2018 -1.6219482
3DD.003D586399_CX-130_2018 -1.64853314
3DD.003E2A2D2F_CX-104_2022 2.14868132
3DD.003D58667B_CX-31_2020 2.9187083
3DD.003D5866BB_CX-18_2020 -0.16673155
3DD.003E2A2C30_CX-97_2022 -1.63899992
3DD.003E2A2BF2_CX-72_2022 2.70627951
3DD.003D585F48_CX-56_2020 -4.97206106
3DD.003E2A31EA_CX-144_2022 -0.68246798
3DD.003D586055_CX-118_2020 0.30139398
3DD.003E2A3281_CX-50_2022 0.13203256
3DD.003D586242_CX-85_2020 3.28938842
3DD.003D585EF0_CX-56_2020 -5.0103241
3DD.003D58600E_CX-88_2020 -1.80458705
3DD.003D585F12_cx-46_2020 0.00369293
3DD.003E09119A_CX-23_2022 1.03105414
3DD.003D586013_CX-88_2020 -1.63240335
3DD.003E2A328B_CX-57_2022 0.16502334
3DD.003D5866A2_cx-42_2020 -0.18403087
3DD.003D585FC2_CX-106_2020 3.92477221
3DD.003D585F9C_CX-6_2020 1.40422718
3DD.003D585F49_cx-42_2020 0.04123769
3DD.003D585F56_CX-4_2020 0.68892921
3DD.003D585F1B_CX-57_2020 0.95269819
3DD.003E091085_CX-144_2020 -0.15329088
3DD.003E2A31E8_CX-128_2022 -2.54632834
3DD.003E2A2D39_CX-115_2022 -1.53170891
3DD.003D58601F_CX-118_2020 0.85661838
3DD.003D586695_CX-20_2020 1.63350394
3DD.003D585FDA_CX-105_2020 -6.57284585
3DD.003E2A328F_CX-68_2022 -0.24809531
3DD.003E0911D7_CX-30_2022 -3.01187773
3DD.003E2A31E6_CX-141_2022 -3.27126386
3DD.003D58626E_CX-85_2020 3.13633624
3DD.003D5867A9_CX-132_2020 -0.67335614
3DD.003E2A2D8D_CX-35_2022 -0.86256084
3DD.003E2A2D92_CX-35_2022 -0.9964815
3DD.003E2A31C6_CX-125_2022 -3.1062486
3DD.003D585FD7_CX-102_2020 0.20033369
3DD.003D58603D_CX-124_2020 3.8629007
3DD.003D5867CF_CX-133_2020 0.54083211
3DD.003D585F4C_CX-57_2020 0.95269819
3DD.003D585FEE_CX-106_2020 4.09695591
3DD.003D585F70_CX-6_2020 1.30856957
3DD.003E091034_CX-1_2022 1.5501635
3DD.003E2A31B7_CX-128_2022 -2.37414464
3DD.003E2A321C_CX-151_2022 -3.79766465
3DD.003E2A2B28_CX-97_2022 -1.69639449
3DD.003D586014_CX-102_2020 0.39865304
3DD.003D5866B0_CX-26_2020 -0.66540363
3DD.003E2A3237_CX-147_2022 1.76200865
3DD.003D586054_CX-118_2020 0.89488142
3DD.003D585F89_CX-6_2020 1.30856957
3DD.003D586688_CX-33_2020 -1.726716
3DD.003E0912FE_CX-144_2020 -0.19155393
3DD.003E2A32B5_CX-68_2022 -0.20983226
3DD.003D586243_CX-85_2020 3.67201887
3DD.003E2A3265_CX-152_2022 -2.7583392
3DD.003E2A2D51_CX-115_2022 -1.53170891
3DD.003D585F13_cx-46_2020 0.15387197
3DD.003E2A3291_CX-57_2022 0.18415486
3DD.003D58601C_CX-109_2020 0.42732522
3DD.003D585F41_cx-48_2020 -0.55947847
3DD.003D586012_CX-88_2020 -2.0150338
3DD.003D586073_CX-124_2020 2.86448094
3DD.003D585EF7_cx-46_2020 0.41668529
3DD.003E2A2D61_CX-35_2022 -0.9964815
3DD.003E2A2D85_CX-36_2022 -0.20665243
3DD.003E2A2C20_CX-77_2022 -2.74909249
3DD.003D5866EA_CX-84_2020 -5.06947332
3DD.003D585FBE_CX-106_2020 4.23087657
3DD.003C095A3F_CX-8_2017 0.67555718
3DD.003D5867C1_CX-132_2020 -0.52030396
3DD.003D586710_CX-81_2020 -2.21079582
3DD.003D586021_CX-121_2020 -2.29016885
3DD.003D312B74_CX-140_2017 -1.83441586
3DD.003E2A2B59_CX-97_2022 -1.81118362
3DD.003D586696_CX-20_2020 1.65263546
3DD.003D585EFD_cx-48_2020 -0.10894135
3DD.003E2A2BF3_CX-97_2022 -1.6198684
3DD.003E0911C2_CX-23_2022 1.31802697
3DD.003E2A3234_CX-152_2022 -2.93052291
3DD.003E091017_CX-9_2022 -0.71239429
3DD.003D585F10_cx-48_2020 -0.25912039
3DD.003E091010_CX-12_2022 0.51438379
3DD.003D586018_CX-106_2020 4.21174504
3DD.003E2A31D6_CX-144_2022 -0.89291472
3DD.003D586027_CX-120_2020 -1.30522415
3DD.003E2A31C5_CX-125_2022 -3.1062486
3DD.003D585F4D_CX-57_2020 0.45527861
3DD.003D58624A_CX-84_2020 -4.99294723
3DD.003E091033_CX-1_2022 1.83713633
3DD.003E2A2DA0_CX-39_2022 1.11585642
3DD.003D586698_cx-42_2020 0.04123769
3DD.003D586717_CX-84_2020 -5.20339398
3DD.003E2A3204_CX-128_2022 -2.29761855
3DD.003D585F46_CX-56_2020 -5.39295455
3DD.003E2A2C08_CX-77_2022 -2.78735554
3DD.003D585FEB_CX-88_2020 -1.74719248
3DD.003E2A2BEF_CX-72_2022 2.72541103
3DD.003E2A31AF_CX-141_2022 -3.44344756
3DD.003E2A325F_CX-152_2022 -2.60528702
3DD.003D58671D_CX-62_2020 1.87841523
3DD.003E2A327E_CX-50_2022 0.18942712
3DD.003E2A2C1F_CX-86_2022 0.37340592
3DD.003D58607C_CX-109_2020 0.50385131
3DD.003E2A2C24_CX-86_2022 0.08643308
3DD.003D58623F_CX-85_2020 3.40417755
3DD.003D58665A_CX-26_2020 -1.08303133
3DD.003D585F40_cx-48_2020 -0.74720227
3DD.003D586008_CX-99_2020 0.70209542
3DD.003E2A32A5_CX-61_2022 1.07634511
3DD.003D585EF6_cx-46_2020 -0.10894135
3DD.003E2A2BFD_CX-70_2022 -1.46203216
3DD.003E2A2C1A_CX-77_2022 -2.78735554
3DD.003D5866A0_cx-42_2020 0.22896149
3DD.003E2A31F5_CX-125_2022 -3.18277469
3DD.003E2A31D7_CX-134_2022 1.59619262
3DD.003D586039_CX-109_2020 0.25514152
3DD.003D5867BD_CX-132_2020 -0.40551483
3DD.003E09117E_CX-30_2022 -3.05014077
3DD.003D58601D_CX-121_2020 -0.96699511
3DD.003E0912B7_CX-145_2020 -1.73380022
3DD.003D585F15_CX-56_2020 -5.33555999
3DD.003D5866B9_cx-42_2020 -0.48438895
3DD.003D3DB7A4_CX-13_2018 1.59925145
3DD.003E2A328D_CX-68_2022 -0.42027901
3DD.003D585FF0_CX-102_2020 0.56383261
3DD.003D586022_CX-118_2020 0.79922381
3DD.003D58669C_CX-18_2020 -0.35804678
3DD.003E2A2D58_CX-114_2022 -2.98158341
3DD.003E091018_CX-9_2022 -0.99936713
3DD.003D58668B_CX-26_2020 -1.14042589
3DD.003D58604B_CX-109_2020 0.59950892
3DD.003E0911BE_CX-23_2022 1.41368459
3DD.003E2A3283_CX-61_2022 1.34418642
3DD.003D5866CA_CX-81_2020 -2.38297952
3DD.003D586666_CX-31_2020 2.59347241
3DD.003E2A3224_CX-155_2022 0.0832395
3DD.003D586044_CX-124_2020 2.76882332
3DD.003D3DB7C7_CX-12_2018 1.35836015
3DD.003D5866B8_CX-31_2020 2.97610286
3DD.003D586679_CX-26_2020 -1.33174112
3DD.003D586053_CX-121_2020 -1.33049403
3DD.003E2A2D31_CX-104_2022 2.07215523
3DD.003E2A32C0_CX-70_2022 -1.67247891
3DD.003E2A3235_CX-147_2022 1.74287713
3DD.003E2A2D66_CX-39_2022 0.98193577
3DD.003E2A3284_CX-50_2022 0.26595321
3DD.003D585F87_CX-6_2020 1.30856957
3DD.003E2A31AE_CX-141_2022 -3.51997365
3DD.003E2A325E_CX-152_2022 -2.72007616
3DD.003E2A2DB8_CX-39_2022 1.11585642
3DD.003E2A320F_CX-125_2022 -2.99145947
3DD.003D585F3A_cx-48_2020 0.52931957
3DD.003E2A2C23_CX-86_2022 0.20122221
3DD.003E2A3293_CX-57_2022 0.12676029
3DD.003D586010_CX-88_2020 -1.88111314
3DD.003E2A328E_CX-57_2022 0.03110268
3DD.003E2A3238_CX-151_2022 -4.02724292
3DD.003E2A32A4_CX-61_2022 1.1528712
3DD.003E2A32C9_CX-48_2022 -0.51622554
3DD.003E2A2BFC_CX-70_2022 -1.5768213
3DD.003E2A31EF_CX-125_2022 -2.81927577
3DD.003D586075_CX-124_2020 2.71199893
3DD.003E2A31F4_CX-125_2022 -3.22103774
3DD.003E2A3277_CX-48_2022 -0.51622554
3DD.003E091001_CX-1_2022 1.79887329
3DD.003D585FE2_CX-105_2020 -6.41979367
3DD.003D585FA5_CX-4_2020 0.38282485
3DD.003E2A2DC0_CX-36_2022 -0.34057309
3DD.003D5866E4_CX-57_2020 0.76138297
3DD.003D585FDD_CX-105_2020 -6.3623991
3DD.003E2A324A_CX-151_2022 -3.93158531
3DD.003E0912B8_CX-145_2020 -1.07247017
3DD.003E2A2BDF_CX-86_2022 0.16295917
3DD.003D312C86_CX-129_2017 1.44128518
3DD.003D58601E_CX-121_2020 -1.02438967
3DD.003E2A328C_CX-68_2022 -0.30548988
3DD.003E2A32AB_CX-48_2022 -0.40143641
3DD.003E2A31DE_CX-141_2022 -3.19473777
3DD.003E2A31BA_CX-134_2022 1.63445567
3DD.003D586045_CX-124_2020 2.97927007
3DD.003D5867D7_CX-133_2020 0.75127886
3DD.003E2A2D40_CX-114_2022 -2.98158341
3DD.003E091037_CX-13_2022 2.84792753
3DD.003E2A2D99_CX-38_2022 2.05918876
3DD.003E2A2D3B_CX-114_2022 -3.03897798
3DD.003D586709_CX-62_2020 1.68710001
3DD.003E091031_CX-1_2022 1.8945309
3DD.003D585F83_CX-4_2020 0.88024444
3DD.003D5866DE_CX-62_2020 1.99957148
3DD.003E091058_CX-144_2020 -0.49765829
3DD.003D58600C_CX-102_2020 0.31512282
3DD.003E2A32D7_CX-50_2022 0.30421626
3DD.003D585F44_CX-56_2020 -5.31642846
3DD.003D586051_CX-118_2020 0.89488142
3DD.003D58679D_CX-132_2020 -0.55856701
3DD.003D585F86_CX-6_2020 1.59738449
3DD.003D5866AE_CX-26_2020 -0.73866392
3DD.003D585FBC_CX-102_2020 0.39164891
3DD.003E2A2DB7_CX-39_2022 1.17325099
3DD.003E09122D_CX-13_2022 3.09663732
3DD.003D586002_CX-105_2020 -6.43892519
3DD.003D586720_CX-62_2020 1.72536305
3DD.003E2A2DA1_CX-38_2022 1.06434959
3DD.003E2A2C22_CX-86_2022 0.20122221
3DD.003E0912D0_CX-145_2020 -1.03420713
3DD.003D586076_CX-124_2020 2.94100703
3DD.003D5867A7_CX-133_2020 0.55996363
3DD.003E2A2DAB_CX-35_2022 -1.13040216
3DD.003E2A2D68_CX-38_2022 1.71482135
3DD.003D585FA2_CX-18_2020 -0.43381137
3D9.239F88AB08_CX-77_2017 -1.04681735
3DD.003E09102C_CX-9_2022 -0.94197256
3DD.003D5866C0_CX-74_2020 -0.29003181
3DD.003E2A2DC1_CX-36_2022 -0.32144157
3DD.003E2A2D5B_CX-104_2022 1.84257696
3DD.003D5867BF_CX-132_2020 -0.73075071
3DD.003D312C74_CX-132_2017 0.3363312
3DD.003D58601B_CX-118_2020 1.02880208
3DD.003D585F0E_CX-56_2020 -5.04858715
3DD.003E2A32A7_CX-50_2022 0.38074235
