id_tag,dam_tag,sire_tag
3DD.003BEF64FD_2016,3DD.003BDCFC05_2014,384.1B796F6407_2014
3DD.003BEF6510_2016,3DD.003BDCFC0F_2014,3DD.003BDCFBEB_2014
3DD.003BEF658A_2016,3DD.003BDCFC20_2014,3DD.003BDCFA52_2014
3DD.003BEF6610_2016,3DD.003BDCFB22_2014,3DD.003BDCFA71_2014
3DD.003BEF6629_2016,3DD.003BDCFB22_2014,3DD.003BDCFA71_2014
3DD.003BEF663C_2016,3DD.003BDCFB22_2014,3DD.003BDCFA71_2014
3DD.003BEF6643_2016,3DD.003BDCFB22_2014,3DD.003BDCFA71_2014
3DD.003BEF6728_2016,3DD.003BDCFA54_2014,3DD.003BDCFB48_2014
3DD.003BEF673F_2016,3DD.003BDCFA79_2014,3DD.003BDCFC66_2014
3DD.003BEF6769_2016,3DD.003BDCFC4D_2014,3DD.003BDCFB5F_2014
3DD.003BEF676C_2016,3DD.003BDCFA54_2014,3DD.003BDCFB48_2014
3DD.003BF0570C_2016,3DD.003BDCFC08_2014,3DD.003BDCFC28_2014
3DD.003BF0574B_2016,3DD.003BDCFBD4_2014,3DD.003BDCFA7E_2014
3DD.003BF057C1_2017,3DD.003BEF2560_2015,3DD.003BEF27C8_2015
3DD.003BF057FF_2017,3DD.003BEF246C_2015,3DD.003BEF2845_2015
3DD.003BF05923_2016,3DD.003BDCFC47_2014,3DD.003BDCFA71_2014
3DD.003BF0593A_2016,3DD.003BDCFC4D_2014,3DD.003BDCFB5F_2014
3DD.003BF0593D_2016,3DD.003BDCFC47_2014,3DD.003BDCFA71_2014
3DD.003BF0594E_2016,3DD.003BDCFC47_2014,3DD.003BDCFA71_2014
3DD.003BF05A0E_2016,3DD.003BDCFB82_2014,3DD.003BDCFA5F_2014
3DD.003BF05A21_2016,3DD.003BDCFB53_2014,384.1B796F5EC6_2014
3DD.003BF05A29_2016,3DD.003BDCFC12_2014,3DD.003BDCFA5E_2014
3DD.003BF05A3D_2016,3DD.003BDCFB53_2014,384.1B796F5EC6_2014
3DD.003BF05A44_2016,3DD.003BDCFC12_2014,3DD.003BDCFA5E_2014
3DD.003BF05A51_2016,3DD.003BDCFB53_2014,384.1B796F5EC6_2014
3DD.003BF05A52_2016,3DD.003BDCFB53_2014,384.1B796F5EC6_2014
3DD.003BF05A6D_2016,3DD.003BDCFC12_2014,3DD.003BDCFA5E_2014
3DD.003BF05A95_2016,3DD.003BDCFC3D_2014,3DD.003BDCFB4E_2014
3DD.003BF05A96_2016,3DD.003BDCFC3D_2014,3DD.003BDCFB4E_2014
3DD.003BF05ABF_2016,384.1B796F666B_2014,3DD.003BDCFB4C_2014
3DD.003BF05ACF_2016,3DD.003BDCFBE4_2014,3DD.003BDCFB57_2014
3DD.003BF05AD1_2016,3DD.003BDCFB07_2014,3DD.003BDCFC55_2014
3DD.003BF05ADE_2016,3DD.003BDCFB07_2014,3DD.003BDCFC55_2014
3DD.003BF05AF8_2014,3DD.003BA5B031_2012,3DD.003BA5AF10_2012
3DD.003BF05AF8_2016,0_2014,3DD.003BDCFB17_2014
3DD.003BF05B14_2016,3DD.003BDCFCB4_2014,3DD.003BDCFC62_2014
3DD.003BF05B27_2016,3DD.003BDCFB43_2014,3DD.003BDCFC01_2014
3DD.003C095A3F_2017,3DD.003BEF27E7_2015,3DD.003BEF2561_2015
3DD.003D3129A6_2017,3DD.003BEF29DD_2015,3DD.003BEF25F6_2015
3DD.003D312B21_2017,3DD.003BEF24EF_2015,3DD.003BEF252E_2015
3DD.003D312B2D_2017,3DD.003BEF2836_2015,3DD.003BEF2785_2015
3DD.003D312B31_2017,3DD.003BEF29B8_2015,3DD.003BDCF9D2_2015
3DD.003D312B32_2017,3DD.003BEF24EF_2015,3DD.003BEF252E_2015
3DD.003D312B46_2017,3DD.003BEF29B8_2015,3DD.003BDCF9D2_2015
3DD.003D312B50_2017,3DD.003BEF2836_2015,3DD.003BEF2785_2015
3DD.003D312B55_2017,3DD.003BEF2836_2015,3DD.003BEF2785_2015
3DD.003D312B72_2017,3DD.003BEF27CA_2015,3DD.003BEF28F5_2015
3DD.003D312B74_2017,3DD.003BEF24EF_2015,3DD.003BEF252E_2015
3DD.003D312B98_2017,3DD.003BEF2848_2015,3DD.003BDCFAFA_2015
3DD.003D312B9E_2017,3DD.003BEF290C_2015,3DD.003BEF2787_2015
3DD.003D312BA2_2017,3DD.003BEF2848_2015,3DD.003BDCFAFA_2015
3DD.003D312BBB_2017,3DD.003BEF2848_2015,3DD.003BDCFAFA_2015
3DD.003D312BD2_2017,3DD.003BEF2848_2015,3DD.003BDCFAFA_2015
3DD.003D312C74_2017,3DD.003BEF290E_2015,3DD.003BEF2550_2015
3DD.003D312C7B_2017,3DD.003BEF2444_2015,3DD.003BDCFAD4_2015
3DD.003D312C86_2017,3DD.003BEF25E6_2015,3DD.003BEF285F_2015
3DD.003D3DB585_2018,3DD.003BF0593A_2016,3DD.003BEF6643_2016
3DD.003D3DB588_2018,3DD.003BEF6769_2016,3DD.003BEF644F_2016
3DD.003D3DB5A7_2018,3DD.003BF05B14_2016,3DD.003BF05A29_2016
3DD.003D3DB5B4_2018,3DD.003BF05A0E_2016,3DD.003BEF6728_2016
3DD.003D3DB5BA_2018,3DD.003BF05B27_2016,3DD.003BF0593D_2016
3DD.003D3DB5D3_2018,3DD.003BF05A0E_2016,3DD.003BEF6728_2016
3DD.003D3DB5D6_2018,3DD.003BF0593A_2016,3DD.003BEF6643_2016
3DD.003D3DB5E3_2018,3DD.003BF0593A_2016,3DD.003BEF6643_2016
3DD.003D3DB792_2018,3DD.003BF05A3D_2016,3DD.003BF0570C_2016
3DD.003D3DB7A4_2018,3DD.003BF05A3D_2016,3DD.003BF0570C_2016
3DD.003D3DB7B1_2018,3DD.003BEF2AF8_2016,3DD.003BEF658A_2016
3DD.003D3DB7C7_2018,3DD.003BF05ADE_2016,3DD.003BEF6510_2016
3DD.003D3DB7CD_2018,3DD.003BEF2B06_2016,3DD.003BF05AD1_2016
3DD.003D3DB7F0_2018,3DD.003BEF64C5_2016,3DD.003BEF6629_2016
3DD.003D3DB7F5_2018,3DD.003BEF64C5_2016,3DD.003BEF6629_2016
3DD.003D3DB812_2018,3DD.003BEF64FC_2016,3DD.003BF05923_2016
3DD.003D3DB826_2018,3DD.003BEF64C5_2016,3DD.003BEF6629_2016
3DD.003D3DB827_2018,3DD.003BF05A96_2016,3DD.003BEF2AF6_2016
3DD.003D3DB829_2018,3DD.003BF05ACF_2016,3DD.003BF05A6D_2016
3DD.003D3DB868_2018,3DD.003BF05ABF_2016,3DD.003BEF663C_2016
3DD.003D585EF3_2020,3DD.003D5860A6_2018,3DD.003D312C7B_2017
3DD.003D585F00_2020,3DD.003D3DB7CD_2018,3DD.003D312B46_2017
3DD.003D585F07_2020,3DD.003D3DB7CD_2018,3DD.003D312B46_2017
3DD.003D585F0C_2020,3DD.003D5860A6_2018,3DD.003D312C7B_2017
3DD.003D585F10_2020,3DD.003D3DB7F5_2018,3DD.003D312B32_2017
3DD.003D585F23_2020,3DD.003D3DB585_2018,3DD.003D312C86_2017
3DD.003D585F2C_2020,3DD.003D5860A6_2018,3DD.003D312C7B_2017
3DD.003D585F32_2020,3DD.003D5860CB_2018,3D9.239F88B278_2017
3DD.003D585F39_2020,3DD.003D5860A6_2018,3DD.003D312C7B_2017
3DD.003D585F3F_2020,3DD.003D58661E_2018,3DD.003D312B98_2017
3DD.003D585F4B_2020,3DD.003D5860A6_2018,3DD.003D312C7B_2017
3DD.003D585F4F_2020,3DD.003D3DB585_2018,3DD.003D312C86_2017
3DD.003D585F75_2020,3DD.003D3DB827_2018,3DD.003C095A3F_2017
3DD.003D585F85_2020,3DD.003D3DB7B1_2018,3DD.003BF057C1_2017
3DD.003D585F86_2020,3DD.003D3DB7C7_2018,3DD.003D312B72_2017
3DD.003D585F8F_2020,3DD.003D3DB7C7_2018,3DD.003D312B72_2017
3DD.003D585FA2_2020,3DD.003D3DB7B1_2018,3DD.003BF057C1_2017
3DD.003D585FAB_2020,3DD.003D3DB7B1_2018,3DD.003BF057C1_2017
3DD.003D585FC0_2020,3DD.003D3DB829_2018,3DD.003D312BA2_2017
3DD.003D585FCF_2020,3DD.003D3DB792_2018,3DD.003D312B55_2017
3DD.003D585FD9_2020,3DD.003D3DB5B4_2018,3DD.003D312C7B_2017
3DD.003D585FED_2020,3DD.003D5860E2_2018,3DD.003D312C74_2017
3DD.003D585FF8_2020,3DD.003D5860E2_2018,3DD.003D312C74_2017
3DD.003D586014_2020,3DD.003D5860E2_2018,3DD.003D312C74_2017
3DD.003D586021_2020,3DD.003D3DB812_2018,3D9.239F88AB08_2017
3DD.003D586027_2020,3DD.003D3DB826_2018,3DD.003D3129A6_2017
3DD.003D58603D_2020,3DD.003D5865F1_2018,3DD.003D312B21_2017
3DD.003D58604C_2020,3DD.003D3DB826_2018,3DD.003D3129A6_2017
3DD.003D586055_2020,3DD.003D3DB588_2018,3DD.003D312B2D_2017
3DD.003D586056_2020,3DD.003D58615C_2018,3D9.239F88B15C_2017
3DD.003D58605F_2020,3DD.003D58615C_2018,3D9.239F88B15C_2017
3DD.003D58606D_2020,3DD.003D3DB5E3_2018,3DD.003BF057FF_2017
3DD.003D586075_2020,3DD.003D5865F1_2018,3DD.003D312B21_2017
3DD.003D586079_2020,3DD.003D58615C_2018,3D9.239F88B15C_2017
3DD.003D586096_2018,3DD.003BEF638E_2016,3DD.003BEF676C_2016
3DD.003D5860A6_2018,3DD.003BEF2B3D_2016,3DD.003BF05A51_2016
3DD.003D5860CB_2018,3DD.003BEF2B3D_2016,3DD.003BF05A51_2016
3DD.003D5860E2_2018,3DD.003BF0574B_2016,3DD.003BF0594E_2016
3DD.003D5860F2_2018,3DD.003BEF64DF_2016,3DD.003BEF673F_2016
3DD.003D58611C_2018,3DD.003BF05A95_2016,3DD.003BEF6610_2016
3DD.003D58615C_2018,3DD.003BEF64FC_2016,3DD.003BF05923_2016
3DD.003D58621F_2020,3DD.003D3DB7F0_2018,3DD.003BF057FF_2017
3DD.003D58624C_2020,3DD.003D3DB7F0_2018,3DD.003BF057FF_2017
3DD.003D586270_2020,3DD.003D586399_2018,3DD.003D312C7B_2017
3DD.003D586347_2018,3DD.003BEF64C5_2016,3DD.003BEF6629_2016
3DD.003D586399_2018,3DD.003BF05A52_2016,3DD.003BF05AF8_2016
3DD.003D586399_2018,3DD.003BF05A52_2016,0_2016
3DD.003D5865F1_2018,3DD.003BF05A44_2016,3DD.003BEF64FD_2016
3DD.003D5865F7_2018,3DD.003BEF2AA0_2016,3DD.003BF05A21_2016
3DD.003D58661E_2018,3DD.003BEF2AA0_2016,3DD.003BF05A21_2016
3DD.003D586631_2018,3DD.003BF05B27_2016,3DD.003BF0593D_2016
3DD.003D58666E_2020,3DD.003D3DB5D6_2018,3DD.003D312B9E_2017
3DD.003D586683_2020,3DD.003D3DB868_2018,3DD.003D3129A6_2017
3DD.003D586691_2020,3DD.003D3DB7A4_2018,3DD.003D312BBB_2017
3DD.003D58669A_2020,3DD.003D586096_2018,3D9.239F88A71F_2017
3DD.003D5866AB_2020,3DD.003D3DB868_2018,3DD.003D3129A6_2017
3DD.003D5866AD_2020,3DD.003D3DB868_2018,3DD.003D3129A6_2017
3DD.003D5866B0_2020,3DD.003D586096_2018,3D9.239F88A71F_2017
3DD.003D5866B4_2020,3DD.003D3DB7A4_2018,3DD.003D312BBB_2017
3DD.003D5866BF_2020,3DD.003D5860CB_2018,3D9.239F88B278_2017
3DD.003D5866C2_2020,3DD.003D5865F7_2018,3DD.003D312B50_2017
3DD.003D5866C6_2020,3DD.003D5860CB_2018,3D9.239F88B278_2017
3DD.003D5866D1_2020,3DD.003D58611C_2018,3DD.003D312B55_2017
3DD.003D5866DE_2020,3DD.003D5865F7_2018,3DD.003D312B50_2017
3DD.003D5866E9_2020,3DD.003D5860CB_2018,3D9.239F88B278_2017
3DD.003D5866EE_2020,3DD.003D586399_2018,3DD.003D312C7B_2017
3DD.003D586719_2020,3DD.003D5860F2_2018,3DD.003D312B74_2017
3DD.003D58671E_2020,3DD.003D3DB5A7_2018,3DD.003D312BD2_2017
3DD.003D586799_2020,3DD.003D3DB5BA_2018,3DD.003D312B74_2017
3DD.003D5867B7_2020,3DD.003D3DB5D3_2018,3D9.239F88B15C_2017
3DD.003D5867CD_2020,3DD.003D3DB5BA_2018,3DD.003D312B74_2017
3DD.003E091050_2020,3DD.003D586631_2018,3DD.003D312B31_2017
3DD.003E0912B5_2020,3DD.003D586631_2018,3DD.003D312B31_2017
3DD.003E0912B7_2020,3DD.003D586347_2018,3DD.003D312BD2_2017
3DD.003E0912C5_2020,3DD.003D586347_2018,3DD.003D312BD2_2017
3DD003BA5BOCB_2013,0,0
